pengajuan_id,nasabah_id,platform_id,platform_tipe,tgl_pengajuan,tipe_produk,tujuan,jumlah_diajukan,tenor_bln,lama_platform_bln,platform_ontime_rate,n_pinjaman_sebelumnya,n_lancar,n_macet,avg_telat_hari,listrik_pct_tepat,ew_aktif_bln,ew_trx_per_bln,ew_spike,is_gig,gig_income_avg,gig_konsisten,gig_cancel_rate,punya_rekening,bpjs_rutin,punya_toko_online,omzet_toko_online,skor_ai,kategori_risiko,rekomendasi,prob_default,label_default,faktor_positif,faktor_negatif
L1AJN00344,L1NSB00344,PLT002,P2P Lending,2024-01-14,P2P Lending,Pendidikan,500000,3,6,0.73,0,0,0,0.0,79.2,21,67,0,1,1773000,1,0.06,1,0,0,0,69,Menengah,Setujui,0.18,0,Listrik 79.2% tepat waktu (+3) | E-wallet aktif 21 bulan (+5) | Transaksi e-wallet 67/bln (+3) | Income gig konsisten 6 bulan (+8),
L1AJN00345,L1NSB00345,PLT005,P2P Lending,2024-01-03,P2P Lending,Renovasi,500000,3,33,0.62,4,3,0,2.8,75.0,0,0,0,1,5352000,0,0.07,0,1,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 33 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN00346,L1NSB00346,PLT004,Multifinance,2024-12-16,Multifinance,Mesin usaha,15000000,12,22,0.7,4,3,0,6.2,100.0,23,77,0,1,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 22 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN00347,L1NSB00347,PLT002,P2P Lending,2024-12-20,P2P Lending,Konsumsi,2000000,1,21,0.68,2,2,0,1.0,91.7,20,56,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 21 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN00348,L1NSB00348,PLT003,Multifinance,2024-10-20,Multifinance,Mesin usaha,7000000,36,21,0.77,1,1,0,0.0,79.2,23,50,0,1,4528000,1,0.06,0,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 21 bulan (+7) | On-time rate 77% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00349,L1NSB00349,PLT003,Multifinance,2024-03-10,Multifinance,Motor baru,15000000,12,16,0.78,3,1,0,29.0,70.8,23,44,0,0,0,0,0.0,1,0,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 16 bulan (+7) | On-time rate 78% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),5 tanggungan (-5)
L1AJN00350,L1NSB00350,PLT005,P2P Lending,2024-01-22,P2P Lending,Renovasi,5000000,1,31,0.76,1,1,0,3.0,66.7,13,56,0,1,2664000,1,0.09,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 31 bulan (+7) | On-time rate 76% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00351,L1NSB00351,PLT005,P2P Lending,2024-10-10,P2P Lending,Konsumsi,5000000,3,28,0.82,3,0,1,144.7,66.7,7,60,0,1,7408000,1,0.1,1,1,0,0,62,Menengah,Setujui,0.22,0,Aktif di platform 28 bulan (+7) | On-time rate 82% (+5) | Transaksi e-wallet 60/bln (+3) | Income gig konsisten 6 bulan (+8),1 pinjaman macet (-12) | Rata-rata telat 145 hari (-10)
L1AJN00352,L1NSB00352,PLT001,P2P Lending,2024-05-31,P2P Lending,Modal usaha,1000000,6,7,0.62,2,2,0,3.0,70.8,11,19,1,0,0,0,0.0,0,0,0,0,63,Menengah,Setujui,0.215,1,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00353,L1NSB00353,PLT003,Multifinance,2024-08-17,Multifinance,Motor baru,3000000,12,14,0.78,2,1,1,164.5,87.5,18,23,0,0,0,0,0.0,0,1,0,0,62,Menengah,Setujui,0.22,1,Aktif di platform 14 bulan (+7) | On-time rate 78% (+5) | 1 pinjaman lancar (+5) | Listrik 87.5% tepat waktu (+3),1 pinjaman macet (-12) | Rata-rata telat 164 hari (-10)
L1AJN00354,L1NSB00354,PLT002,P2P Lending,2024-11-29,P2P Lending,Modal usaha,3000000,6,16,0.95,2,1,0,5.5,79.2,20,61,0,0,0,0,0.0,0,1,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 16 bulan (+7) | On-time rate 95% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00355,L1NSB00355,PLT002,P2P Lending,2024-04-08,P2P Lending,Renovasi,5000000,1,34,0.67,1,1,0,3.0,91.7,10,12,0,0,0,0,0.0,1,1,0,0,79,Rendah,Setujui,0.122,0,Aktif di platform 34 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN00356,L1NSB00356,PLT002,P2P Lending,2024-04-09,P2P Lending,Modal usaha,1000000,9,7,0.67,2,1,0,28.0,83.3,19,51,0,1,3717000,1,0.13,0,1,0,0,78,Rendah,Setujui,0.128,0,1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3) | E-wallet aktif 19 bulan (+5),Cancel rate gig 13% (-4)
L1AJN00357,L1NSB00357,PLT005,P2P Lending,2024-09-20,P2P Lending,Pendidikan,1000000,9,19,0.86,2,2,0,1.0,75.0,16,27,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 19 bulan (+7) | On-time rate 86% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00358,L1NSB00358,PLT004,Multifinance,2024-05-10,Multifinance,Motor bekas,15000000,36,11,0.58,2,2,0,0.5,91.7,14,58,0,1,1933000,0,0.14,1,1,0,0,88,Rendah,Setujui,0.07,0,2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7) | E-wallet aktif 14 bulan (+5),Cancel rate gig 14% (-4)
L1AJN00359,L1NSB00359,PLT003,Multifinance,2024-05-24,Multifinance,Mesin usaha,10000000,12,29,0.78,0,0,0,0.0,100.0,10,70,0,0,0,0,0.0,1,1,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 29 bulan (+7) | On-time rate 78% (+5) | Listrik 100.0% tepat waktu (+7) | Transaksi e-wallet 70/bln (+3),
L1AJN00360,L1NSB00360,PLT001,P2P Lending,2024-10-16,P2P Lending,Pendidikan,3000000,3,17,1.0,3,1,0,10.3,91.7,19,9,0,1,0,0,0.0,0,0,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 17 bulan (+7) | On-time rate 100% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN00361,L1NSB00361,PLT001,P2P Lending,2024-06-21,P2P Lending,Renovasi,3000000,12,6,0.73,4,2,1,88.2,75.0,24,52,0,1,3063000,1,0.12,0,1,0,0,59,Menengah,Setujui,0.238,0,2 pinjaman lancar (+10) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 52/bln (+3),1 pinjaman macet (-12) | Rata-rata telat 88 hari (-10) | Cancel rate gig 12% (-4)
L1AJN00362,L1NSB00362,PLT005,P2P Lending,2024-03-08,P2P Lending,Renovasi,2000000,1,23,0.86,2,2,0,2.0,100.0,6,15,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 23 bulan (+7) | On-time rate 86% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00363,L1NSB00363,PLT002,P2P Lending,2024-06-21,P2P Lending,Modal usaha,1000000,9,30,0.74,4,3,0,6.2,100.0,18,67,1,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 30 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00364,L1NSB00364,PLT004,Multifinance,2024-11-05,Multifinance,Motor bekas,5000000,18,20,0.76,1,1,0,2.0,62.5,23,79,0,1,7229000,1,0.05,0,1,0,0,90,Rendah,Setujui,0.058,0,Aktif di platform 20 bulan (+7) | On-time rate 76% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00365,L1NSB00365,PLT004,Multifinance,2024-12-31,Multifinance,Motor bekas,15000000,36,1,0.83,0,0,0,0.0,58.3,9,68,1,0,0,0,0.0,1,1,1,19000000,65,Menengah,Setujui,0.203,0,On-time rate 83% (+5) | Transaksi e-wallet 68/bln (+3) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00366,L1NSB00366,PLT004,Multifinance,2024-10-07,Multifinance,Mesin usaha,3000000,18,25,0.83,0,0,0,0.0,58.3,0,0,0,0,0,0,0.0,1,1,0,0,69,Menengah,Setujui,0.18,0,Aktif di platform 25 bulan (+7) | On-time rate 83% (+5) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN00367,L1NSB00367,PLT003,Multifinance,2024-04-07,Multifinance,Motor bekas,15000000,18,13,0.66,2,2,0,2.5,100.0,0,0,0,1,6440000,1,0.07,0,1,0,0,91,Rendah,Setujui,0.052,0,Aktif di platform 13 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),
L1AJN00368,L1NSB00368,PLT001,P2P Lending,2024-02-01,P2P Lending,Renovasi,500000,12,7,0.62,0,0,0,0.0,66.7,0,0,0,0,0,0,0.0,1,0,1,20000000,56,Menengah,Setujui,0.255,1,Punya rekening bank (+4) | Toko online omzet Rp 20 jt (+5),
L1AJN00369,L1NSB00369,PLT003,Multifinance,2024-02-23,Multifinance,Elektronik,10000000,24,30,0.57,3,2,0,30.7,75.0,0,0,0,0,0,0,0.0,0,0,0,0,66,Menengah,Setujui,0.197,0,Aktif di platform 30 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),Rata-rata telat 31 hari (-10)
L1AJN00370,L1NSB00370,PLT001,P2P Lending,2024-10-04,P2P Lending,Renovasi,3000000,6,17,0.88,3,3,0,1.3,83.3,17,16,0,1,7786000,1,0.12,0,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 17 bulan (+7) | On-time rate 88% (+5) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),Cancel rate gig 12% (-4)
L1AJN00371,L1NSB00371,PLT005,P2P Lending,2024-05-25,P2P Lending,Renovasi,2000000,9,25,0.67,3,3,0,1.3,79.2,18,5,0,1,5250000,1,0.02,0,0,0,0,92,Rendah,Setujui,0.046,0,Aktif di platform 25 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN00372,L1NSB00372,PLT002,P2P Lending,2024-11-08,P2P Lending,Pendidikan,3000000,1,14,0.68,0,0,0,0.0,95.8,0,0,0,0,0,0,0.0,1,1,0,0,70,Rendah,Setujui,0.174,0,Aktif di platform 14 bulan (+7) | Listrik 95.8% tepat waktu (+7) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN00373,L1NSB00373,PLT002,P2P Lending,2024-09-07,P2P Lending,Renovasi,2000000,1,31,0.66,3,2,0,16.3,79.2,0,0,0,1,1869000,1,0.05,1,0,0,0,86,Rendah,Setujui,0.081,0,Aktif di platform 31 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN00374,L1NSB00374,PLT002,P2P Lending,2024-05-08,P2P Lending,Modal usaha,1000000,6,32,0.74,3,2,0,8.3,62.5,10,61,1,0,0,0,0.0,1,1,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 32 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 61/bln (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00375,L1NSB00375,PLT001,P2P Lending,2024-04-25,P2P Lending,Konsumsi,3000000,9,9,0.71,0,0,0,0.0,91.7,0,0,0,0,0,0,0.0,1,1,0,0,63,Menengah,Setujui,0.215,0,Listrik 91.7% tepat waktu (+7) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),
L1AJN00376,L1NSB00376,PLT002,P2P Lending,2024-04-20,P2P Lending,Renovasi,1000000,3,30,0.94,2,2,0,0.0,75.0,24,57,0,1,6899000,1,0.04,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 30 bulan (+7) | On-time rate 94% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00377,L1NSB00377,PLT001,P2P Lending,2024-07-15,P2P Lending,Renovasi,2000000,6,12,0.78,3,3,0,2.0,66.7,14,24,0,0,0,0,0.0,0,0,0,0,92,Rendah,Setujui,0.046,0,Aktif di platform 12 bulan (+7) | On-time rate 78% (+5) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7),
L1AJN00378,L1NSB00378,PLT004,Multifinance,2024-07-09,Multifinance,Motor baru,10000000,12,36,0.72,1,1,0,1.0,75.0,21,75,0,0,0,0,0.0,1,0,0,0,85,Rendah,Setujui,0.087,0,Aktif di platform 36 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN00379,L1NSB00379,PLT002,P2P Lending,2024-02-03,P2P Lending,Modal usaha,3000000,3,7,0.74,0,0,0,0.0,62.5,0,0,0,1,3914000,1,0.14,1,1,0,0,65,Menengah,Setujui,0.203,0,Income gig konsisten 6 bulan (+8) | Rating gig 4.6 (+5) | Punya rekening bank (+4) | BPJS dibayar rutin (+3),Cancel rate gig 14% (-4)
L1AJN00380,L1NSB00380,PLT005,P2P Lending,2024-01-26,P2P Lending,Pendidikan,3000000,1,14,0.78,1,0,0,6.0,79.2,20,28,1,0,0,0,0.0,1,1,0,0,81,Rendah,Setujui,0.11,0,Aktif di platform 14 bulan (+7) | On-time rate 78% (+5) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00381,L1NSB00381,PLT003,Multifinance,2024-02-09,Multifinance,Motor baru,20000000,36,18,0.66,0,0,0,0.0,75.0,20,80,0,0,0,0,0.0,1,0,0,0,73,Rendah,Setujui,0.157,0,Aktif di platform 18 bulan (+7) | Listrik 75.0% tepat waktu (+3) | E-wallet aktif 20 bulan (+5) | Transaksi e-wallet 80/bln (+3),
L1AJN00382,L1NSB00382,PLT002,P2P Lending,2024-03-28,P2P Lending,Renovasi,2000000,3,34,0.81,4,3,1,61.5,58.3,6,19,0,1,6261000,1,0.13,1,1,0,0,72,Rendah,Setujui,0.162,0,Aktif di platform 34 bulan (+7) | On-time rate 81% (+5) | 3 pinjaman lancar (+15) | Income gig konsisten 6 bulan (+8),1 pinjaman macet (-12) | Rata-rata telat 62 hari (-10) | Cancel rate gig 13% (-4)
L1AJN00383,L1NSB00383,PLT004,Multifinance,2024-06-19,Multifinance,Elektronik,10000000,18,12,0.96,1,1,0,3.0,75.0,14,53,1,0,0,0,0.0,1,0,0,0,81,Rendah,Setujui,0.11,1,Aktif di platform 12 bulan (+7) | On-time rate 96% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),5 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00384,L1NSB00384,PLT005,P2P Lending,2024-03-28,P2P Lending,Modal usaha,3000000,1,24,0.7,2,1,0,34.5,66.7,8,51,0,0,0,0,0.0,1,0,1,15000000,70,Rendah,Setujui,0.174,0,Aktif di platform 24 bulan (+7) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Transaksi e-wallet 51/bln (+3),Rata-rata telat 34 hari (-10)
L1AJN00385,L1NSB00385,PLT005,P2P Lending,2024-05-19,P2P Lending,Konsumsi,2000000,12,29,0.65,4,4,0,1.5,83.3,14,71,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 29 bulan (+7) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN00386,L1NSB00386,PLT001,P2P Lending,2024-07-29,P2P Lending,Modal usaha,2000000,9,21,0.76,2,2,0,0.5,91.7,20,27,0,0,0,0,0.0,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 21 bulan (+7) | On-time rate 76% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00387,L1NSB00387,PLT002,P2P Lending,2024-03-08,P2P Lending,Modal usaha,5000000,12,10,0.77,0,0,0,0.0,66.7,17,58,0,1,0,0,0.0,1,1,0,0,70,Rendah,Setujui,0.174,0,On-time rate 77% (+5) | E-wallet aktif 17 bulan (+5) | Transaksi e-wallet 58/bln (+3) | Punya rekening bank (+4),
L1AJN00388,L1NSB00388,PLT001,P2P Lending,2024-07-24,P2P Lending,Pendidikan,2000000,1,32,0.87,3,2,0,8.0,79.2,7,55,0,0,0,0,0.0,1,1,0,0,94,Rendah,Setujui,0.035,0,Aktif di platform 32 bulan (+7) | On-time rate 87% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00389,L1NSB00389,PLT001,P2P Lending,2024-02-27,P2P Lending,Modal usaha,500000,9,28,0.57,2,2,0,2.0,91.7,15,15,0,0,0,0,0.0,1,0,0,0,89,Rendah,Setujui,0.064,0,Aktif di platform 28 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),
L1AJN00390,L1NSB00390,PLT004,Multifinance,2024-07-18,Multifinance,Motor baru,7000000,36,21,0.93,3,2,0,6.3,95.8,0,0,0,1,4089000,1,0.09,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 21 bulan (+7) | On-time rate 93% (+10) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),4 tanggungan (-5)
L1AJN00391,L1NSB00391,PLT005,P2P Lending,2024-12-22,P2P Lending,Renovasi,1000000,1,26,0.62,2,2,0,2.0,95.8,15,62,1,1,6987000,1,0.03,1,1,0,0,87,Rendah,Setujui,0.075,0,Aktif di platform 26 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 95.8% tepat waktu (+7),4 tanggungan (-5) | Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00392,L1NSB00392,PLT002,P2P Lending,2024-03-06,P2P Lending,Konsumsi,3000000,1,26,0.61,0,0,0,0.0,58.3,0,0,0,1,0,0,0.0,1,0,0,0,53,Menengah,Setujui,0.273,1,Aktif di platform 26 bulan (+7) | Punya rekening bank (+4),4 tanggungan (-5)
L1AJN00393,L1NSB00393,PLT005,P2P Lending,2024-07-13,P2P Lending,Renovasi,5000000,12,24,0.78,3,2,0,8.7,66.7,20,66,0,1,7254000,1,0.04,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 24 bulan (+7) | On-time rate 78% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00394,L1NSB00394,PLT001,P2P Lending,2024-02-10,P2P Lending,Pendidikan,5000000,3,24,0.83,2,1,0,14.0,58.3,21,62,0,0,0,0,0.0,0,0,0,0,79,Rendah,Setujui,0.122,0,Aktif di platform 24 bulan (+7) | On-time rate 83% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00395,L1NSB00395,PLT003,Multifinance,2024-02-09,Multifinance,Elektronik,5000000,18,29,0.71,4,4,0,2.0,87.5,17,66,0,1,6827000,1,0.13,1,1,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 29 bulan (+7) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 87.5% tepat waktu (+3),Cancel rate gig 13% (-4)
L1AJN00396,L1NSB00396,PLT001,P2P Lending,2024-04-08,P2P Lending,Renovasi,5000000,3,17,0.91,0,0,0,0.0,70.8,24,65,0,0,0,0,0.0,1,0,0,0,78,Rendah,Setujui,0.128,0,Aktif di platform 17 bulan (+7) | On-time rate 91% (+10) | E-wallet aktif 24 bulan (+5) | Transaksi e-wallet 65/bln (+3),
L1AJN00397,L1NSB00397,PLT001,P2P Lending,2024-06-26,P2P Lending,Modal usaha,500000,12,24,0.7,2,0,1,169.5,58.3,0,0,0,0,0,0,0.0,1,0,0,0,41,Tinggi,Tolak,0.342,0,Aktif di platform 24 bulan (+7) | Punya rekening bank (+4),1 pinjaman macet (-12) | Rata-rata telat 170 hari (-10)
L1AJN00398,L1NSB00398,PLT001,P2P Lending,2024-01-03,P2P Lending,Konsumsi,5000000,3,35,0.99,2,1,0,7.0,83.3,0,0,0,0,0,0,0.0,1,0,0,0,90,Rendah,Setujui,0.058,0,Aktif di platform 35 bulan (+7) | On-time rate 99% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00399,L1NSB00399,PLT003,Multifinance,2024-09-28,Multifinance,Mesin usaha,3000000,24,11,0.81,1,1,0,3.0,91.7,7,42,0,0,0,0,0.0,0,1,0,0,74,Rendah,Setujui,0.151,0,On-time rate 81% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 91.7% tepat waktu (+7),5 tanggungan (-5)
L1AJN00400,L1NSB00400,PLT001,P2P Lending,2024-11-28,P2P Lending,Renovasi,500000,12,2,0.74,2,1,1,123.5,79.2,15,56,0,1,0,0,0.0,0,1,0,0,48,Tinggi,Tolak,0.302,0,1 pinjaman lancar (+5) | Listrik 79.2% tepat waktu (+3) | E-wallet aktif 15 bulan (+5) | Transaksi e-wallet 56/bln (+3),1 pinjaman macet (-12) | Rata-rata telat 124 hari (-10)
L1AJN00401,L1NSB00401,PLT004,Multifinance,2024-10-09,Multifinance,Motor baru,20000000,36,20,0.75,2,2,0,1.5,66.7,13,31,0,0,0,0,0.0,1,0,0,0,93,Rendah,Setujui,0.041,0,Aktif di platform 20 bulan (+7) | On-time rate 75% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
L1AJN00402,L1NSB00402,PLT002,P2P Lending,2024-10-10,P2P Lending,Pendidikan,5000000,1,34,0.77,1,1,0,3.0,79.2,6,59,0,0,0,0,0.0,1,1,0,0,83,Rendah,Setujui,0.099,0,Aktif di platform 34 bulan (+7) | On-time rate 77% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00403,L1NSB00403,PLT003,Multifinance,2024-04-13,Multifinance,Motor baru,15000000,18,21,0.56,3,3,0,2.3,58.3,0,0,0,1,1696000,1,0.06,0,1,0,0,83,Rendah,Setujui,0.099,0,Aktif di platform 21 bulan (+7) | 3 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Income gig konsisten 6 bulan (+8),5 tanggungan (-5)
L1AJN00404,L1NSB00404,PLT002,P2P Lending,2024-08-07,P2P Lending,Konsumsi,500000,12,12,0.74,1,0,0,7.0,83.3,9,35,0,0,0,0,0.0,1,0,0,0,77,Rendah,Setujui,0.133,0,Aktif di platform 12 bulan (+7) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3) | Transaksi e-wallet 35/bln (+3),
L1AJN00405,L1NSB00405,PLT001,P2P Lending,2024-07-10,P2P Lending,Pendidikan,1000000,9,33,0.76,2,2,0,2.0,100.0,7,46,1,0,0,0,0.0,1,1,0,0,90,Rendah,Setujui,0.058,0,Aktif di platform 33 bulan (+7) | On-time rate 76% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),Lonjakan top-up sebelum pengajuan (-8) ⚠️
L1AJN00406,L1NSB00406,PLT002,P2P Lending,2024-04-02,P2P Lending,Renovasi,3000000,12,1,0.96,0,0,0,0.0,79.2,10,62,0,0,0,0,0.0,0,0,0,0,67,Menengah,Setujui,0.191,0,On-time rate 96% (+10) | Listrik 79.2% tepat waktu (+3) | Transaksi e-wallet 62/bln (+3),
L1AJN00407,L1NSB00407,PLT004,Multifinance,2024-06-11,Multifinance,Motor bekas,3000000,24,21,0.87,0,0,0,0.0,79.2,15,50,0,0,0,0,0.0,1,1,0,0,73,Rendah,Setujui,0.157,0,Aktif di platform 21 bulan (+7) | On-time rate 87% (+5) | Listrik 79.2% tepat waktu (+3) | E-wallet aktif 15 bulan (+5),4 tanggungan (-5)
L1AJN00408,L1NSB00408,PLT003,Multifinance,2024-07-14,Multifinance,Elektronik,3000000,24,3,0.93,4,4,0,1.2,75.0,8,61,0,0,0,0,0.0,1,0,0,0,94,Rendah,Setujui,0.035,0,On-time rate 93% (+10) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 75.0% tepat waktu (+3),
L1AJN00409,L1NSB00409,PLT001,P2P Lending,2024-12-09,P2P Lending,Modal usaha,3000000,1,4,0.92,0,0,0,0.0,62.5,17,23,0,1,5838000,1,0.03,1,0,0,0,82,Rendah,Setujui,0.104,0,On-time rate 92% (+10) | E-wallet aktif 17 bulan (+5) | Transaksi e-wallet 23/bln (+3) | Income gig konsisten 6 bulan (+8),
L1AJN00410,L1NSB00410,PLT002,P2P Lending,2024-12-07,P2P Lending,Pendidikan,5000000,12,33,0.95,1,1,0,2.0,70.8,17,67,0,0,0,0,0.0,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 33 bulan (+7) | On-time rate 95% (+10) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7),
L1AJN00411,L1NSB00411,PLT001,P2P Lending,2024-06-01,P2P Lending,Pendidikan,500000,9,30,0.68,2,2,0,1.0,100.0,20,30,0,1,3959000,0,0.11,1,0,0,0,93,Rendah,Setujui,0.041,0,Aktif di platform 30 bulan (+7) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7) | Listrik 100.0% tepat waktu (+7),Cancel rate gig 11% (-4)
L1AJN00412,L1NSB00412,PLT005,P2P Lending,2024-09-26,P2P Lending,Pendidikan,5000000,1,11,0.91,4,4,0,1.5,83.3,15,6,0,0,0,0,0.0,1,0,0,0,94,Rendah,Setujui,0.035,0,On-time rate 91% (+10) | 4 pinjaman lancar (+15) | Tidak ada riwayat macet (+7) | Listrik 83.3% tepat waktu (+3),
L1AJN00413,L1NSB00413,PLT002,P2P Lending,2024-08-13,P2P Lending,Pendidikan,3000000,1,4,0.77,1,1,0,2.0,79.2,8,75,0,0,0,0,0.0,1,1,0,0,78,Rendah,Setujui,0.128,0,On-time rate 77% (+5) | 1 pinjaman lancar (+5) | Tidak ada riwayat macet (+7) | Listrik 79.2% tepat waktu (+3),
L1AJN00414,L1NSB00414,PLT002,P2P Lending,2024-09-22,P2P Lending,Pendidikan,1000000,6,30,0.88,2,2,0,2.0,91.7,14,16,0,1,2760000,1,0.01,1,0,0,0,95,Rendah,Setujui,0.029,0,Aktif di platform 30 bulan (+7) | On-time rate 88% (+5) | 2 pinjaman lancar (+10) | Tidak ada riwayat macet (+7),
